MassNumber,Element,13,15,18,20,25,30,40
26,Al,9.91E-07,1.11E-06,3.33E-06,4.98E-07,7.50E-07,2.92E-06,1.39E-06
27,Al,3.78E-03,1.37E-03,3.14E-03,1.37E-03,8.08E-04,2.63E-03,1.47E-02
28,Si,8.04E-02,7.32E-02,1.16E-01,9.94E-02,3.51E-01,2.48E-01,1.02E+00
29,Si,7.50E-04,2.39E-04,4.42E-04,1.82E-04,2.71E-04,5.88E-04,2.60E-03
30,Si,1.42E-03,1.49E-04,3.45E-04,1.10E-04,7.54E-05,2.55E-04,4.06E-03
31,P,4.88E-04,5.63E-05,1.32E-04,8.01E-05,8.47E-05,1.17E-04,1.60E-03
32,S,2.37E-02,3.20E-02,4.07E-02,5.31E-02,1.85E-01,1.16E-01,3.73E-01
33,S,8.98E-05,7.55E-05,1.03E-04,1.98E-04,2.74E-04,1.65E-04,8.10E-04
34,S,2.79E-04,2.02E-04,2.85E-04,4.90E-04,4.24E-04,8.42E-05,1.59E-03
36,S,1.48E-08,1.43E-09,5.34E-09,2.56E-09,3.41E-10,7.04E-10,3.19E-08
35,Cl,5.48E-05,1.46E-05,2.64E-05,6.88E-05,5.42E-05,2.30E-05,2.16E-04
37,Cl,3.04E-06,5.83E-06,9.12E-06,3.86E-05,6.11E-05,1.54E-05,9.66E-05
36,Ar,3.24E-03,5.28E-03,5.67E-03,9.67E-03,3.10E-02,1.96E-02,4.87E-02
38,Ar,5.23E-05,6.23E-05,1.70E-04,3.86E-04,3.59E-04,3.48E-05,1.11E-03
40,Ar,8.01E-11,1.78E-11,3.96E-11,1.06E-10,1.77E-11,4.66E-12,1.29E-10
39,K,5.02E-06,7.86E-06,1.93E-05,4.40E-05,6.30E-05,1.30E-05,1.18E-04
40,K,1.14E-09,9.10E-10,1.96E-09,1.30E-08,8.04E-09,9.94E-10,1.04E-08
41,K,3.54E-07,8.05E-07,1.72E-06,9.47E-06,2.08E-05,3.39E-06,2.80E-05
40,Ca,2.92E-03,4.41E-03,4.40E-03,6.22E-03,2.48E-02,1.74E-02,3.73E-02
42,Ca,9.77E-07,1.23E-06,3.62E-06,1.28E-05,7.46E-06,8.62E-07,2.17E-05
43,Ca,6.46E-08,4.93E-08,3.39E-08,7.43E-08,1.58E-08,1.93E-09,9.65E-09
44,Ca,1.68E-05,2.21E-05,1.45E-05,1.45E-05,9.79E-06,5.44E-06,8.71E-06
46,Ca,1.07E-12,1.76E-12,9.27E-12,1.30E-10,2.78E-11,6.05E-13,5.20E-12
48,Ca,1.55E-17,4.21E-14,4.12E-16,4.40E-16,1.26E-11,3.55E-16,1.30E-17
45,Sc,2.12E-08,4.03E-08,5.54E-08,2.55E-07,6.16E-07,1.51E-07,5.81E-07
46,Ti,6.28E-06,2.71E-06,4.06E-06,5.98E-06,3.18E-06,5.28E-07,1.08E-05
47,Ti,8.76E-06,3.86E-06,5.30E-06,4.26E-06,5.90E-08,3.80E-08,9.30E-08
48,Ti,6.34E-05,8.39E-05,7.65E-05,8.86E-05,1.55E-04,1.80E-04,2.45E-04
49,Ti,2.27E-06,3.32E-06,3.00E-06,3.94E-06,7.04E-06,8.84E-06,1.20E-05
50,Ti,1.18E-12,9.55E-13,1.72E-12,1.83E-12,2.24E-12,4.59E-14,9.41E-12
50,V,1.35E-11,1.05E-11,4.60E-11,1.36E-10,1.17E-10,2.64E-12,6.53E-10
51,V,1.65E-05,1.08E-05,1.24E-05,1.10E-05,9.01E-06,1.06E-05,1.76E-05
50,Cr,1.04E-05,1.55E-05,2.64E-05,2.22E-05,4.88E-05,3.82E-05,1.78E-04
52,Cr,8.80E-04,1.09E-03,1.13E-03,1.36E-03,2.77E-03,3.12E-03,3.95E-03
53,Cr,4.96E-05,6.76E-05,6.43E-05,8.28E-05,1.50E-04,1.82E-04,2.61E-04
54,Cr,2.35E-10,4.13E-10,3.25E-09,3.18E-09,9.32E-09,1.72E-10,8.59E-08
55,Mn,1.33E-04,1.85E-04,1.74E-04,2.26E-04,4.30E-04,5.16E-04,7.15E-04
54,Fe,7.29E-04,1.24E-03,1.40E-03,1.42E-03,3.31E-03,4.09E-03,9.30E-03
56,Fe,7.00E-02,7.00E-02,7.00E-02,7.00E-02,7.00E-02,7.00E-02,7.02E-02
57,Fe,9.97E-04,1.14E-03,8.78E-04,8.67E-04,4.67E-04,4.83E-04,5.01E-04
58,Fe,5.67E-11,1.76E-10,8.07E-10,1.05E-09,2.31E-09,2.26E-10,1.41E-08
59,Co,1.76E-04,1.32E-04,1.61E-04,1.50E-04,1.57E-05,2.47E-06,1.87E-06
58,Ni,3.85E-04,4.14E-04,3.83E-04,3.78E-04,2.93E-04,3.82E-04,5.74E-04
60,Ni,2.12E-03,1.62E-03,1.57E-03,1.34E-03,1.48E-04,3.60E-06,4.38E-06
61,Ni,3.61E-05,3.14E-05,2.12E-05,1.85E-05,5.77E-07,6.04E-09,1.32E-09
62,Ni,1.94E-05,1.51E-05,1.35E-05,1.19E-05,3.88E-07,1.64E-09,5.36E-10
64,Ni,3.83E-15,9.97E-14,1.09E-14,6.10E-14,3.27E-12,3.26E-14,7.71E-15
