MassNumber,Element,13,15,18,20,25,30,40
28,Si,6.11E-02,1.03E-01,9.41E-02,1.24E-01,1.19E-01,3.95E-01,5.23E-01
29,Si,5.41E-04,1.12E-03,2.70E-03,1.27E-03,1.93E-03,3.37E-03,4.55E-03
30,Si,6.56E-04,1.29E-03,3.89E-03,1.61E-03,1.58E-03,4.82E-03,6.50E-03
31,P,1.50E-04,2.74E-04,7.36E-04,3.87E-04,3.86E-04,1.02E-03,1.48E-03
32,S,2.68E-02,3.44E-02,4.07E-02,5.15E-02,3.48E-02,1.90E-01,2.26E-01
33,S,9.09E-05,1.83E-04,2.62E-04,1.89E-04,1.66E-04,4.34E-04,4.55E-04
34,S,4.27E-04,9.56E-04,2.38E-03,9.12E-04,7.22E-04,2.03E-03,2.35E-03
36,S,7.10E-07,9.91E-07,7.79E-06,1.36E-06,2.68E-06,6.10E-06,1.19E-05
35,Cl,2.66E-05,5.21E-05,1.09E-04,5.46E-05,5.30E-05,1.23E-04,1.56E-04
37,Cl,1.01E-05,1.65E-05,4.60E-05,2.05E-05,3.03E-05,7.79E-05,1.13E-04
36,Ar,4.50E-03,4.31E-03,6.96E-03,7.99E-03,4.73E-03,3.09E-02,3.48E-02
38,Ar,1.66E-04,4.94E-04,7.43E-04,3.06E-04,2.67E-04,9.77E-04,1.14E-03
40,Ar,2.30E-07,3.74E-07,2.55E-06,3.30E-07,3.57E-07,9.25E-07,1.15E-06
39,K,1.78E-05,3.20E-05,7.20E-05,3.12E-05,2.64E-05,1.02E-04,9.93E-05
40,K,7.78E-09,9.13E-09,6.68E-08,1.85E-08,3.34E-08,7.91E-08,7.41E-08
41,K,1.87E-06,2.46E-06,7.11E-06,3.13E-06,3.43E-06,1.30E-05,1.35E-05
40,Ca,3.91E-03,3.08E-03,6.12E-03,6.50E-03,3.77E-03,2.59E-02,2.83E-02
42,Ca,4.16E-06,9.59E-06,1.81E-05,7.31E-06,6.00E-06,2.65E-05,2.98E-05
43,Ca,3.41E-07,3.60E-07,1.93E-06,5.23E-07,7.95E-07,9.89E-07,1.43E-06
44,Ca,2.07E-05,2.30E-05,3.40E-05,2.09E-05,2.65E-05,1.51E-05,1.88E-05
46,Ca,7.37E-08,1.18E-07,6.81E-07,1.10E-07,1.28E-07,1.97E-07,3.24E-07
48,Ca,3.22E-07,4.02E-07,2.37E-06,5.02E-07,6.19E-07,6.48E-07,7.80E-07
45,Sc,2.16E-07,2.48E-07,1.35E-06,3.61E-07,5.30E-07,1.09E-06,1.64E-06
46,Ti,5.16E-06,6.09E-06,8.19E-06,3.54E-06,5.14E-06,1.22E-05,1.40E-05
47,Ti,5.40E-06,3.40E-06,4.65E-06,1.33E-06,6.46E-06,1.46E-06,2.04E-06
48,Ti,8.17E-05,7.41E-05,1.37E-04,1.14E-04,8.94E-05,2.33E-04,2.68E-04
49,Ti,3.49E-06,2.81E-06,7.25E-06,5.19E-06,4.09E-06,1.36E-05,1.72E-05
50,Ti,5.85E-07,5.61E-07,3.72E-06,1.08E-06,2.25E-06,4.10E-06,7.70E-06
50,V,4.61E-09,4.94E-09,4.06E-08,1.01E-08,1.98E-08,5.38E-08,9.68E-08
51,V,1.31E-05,9.56E-06,1.23E-05,8.01E-06,1.41E-05,1.77E-05,2.20E-05
50,Cr,1.75E-05,2.71E-05,3.34E-05,3.06E-05,2.47E-05,8.56E-05,1.21E-04
52,Cr,1.11E-03,9.63E-04,1.81E-03,1.66E-03,1.24E-03,3.73E-03,4.07E-03
53,Cr,6.78E-05,5.90E-05,1.23E-04,1.04E-04,7.21E-05,2.43E-04,2.76E-04
54,Cr,1.75E-06,1.84E-06,1.07E-05,3.11E-06,5.79E-06,8.65E-06,1.39E-05
55,Mn,2.00E-04,1.71E-04,4.68E-04,3.29E-04,2.34E-04,7.61E-04,8.38E-04
54,Fe,1.24E-03,1.23E-03,2.63E-03,2.37E-03,1.41E-03,7.09E-03,9.39E-03
56,Fe,7.26E-02,7.30E-02,8.72E-02,7.40E-02,7.47E-02,7.46E-02,7.47E-02
57,Fe,1.05E-03,1.13E-03,4.00E-03,1.22E-03,1.05E-03,7.15E-04,7.31E-04
58,Fe,4.77E-05,4.89E-05,2.66E-04,9.17E-05,1.85E-04,2.89E-04,4.34E-04
59,Co,1.96E-04,1.31E-04,2.69E-04,6.21E-05,2.17E-04,1.28E-04,1.91E-04
58,Ni,5.14E-04,4.64E-04,2.25E-02,4.93E-04,5.44E-04,7.14E-04,8.27E-04
60,Ni,1.80E-03,1.67E-03,1.37E-03,1.29E-03,1.80E-03,2.63E-04,3.80E-04
61,Ni,4.25E-05,4.99E-05,2.66E-04,5.67E-05,6.09E-05,5.55E-05,9.80E-05
62,Ni,3.55E-05,2.40E-05,3.08E-03,9.09E-05,1.09E-04,1.75E-04,3.01E-04
64,Ni,1.09E-05,3.62E-06,6.68E-05,2.79E-05,9.88E-05,1.95E-04,4.25E-04
